
Test #,Description,Device #1,Device #2,Device #3,Device #4,Device #5,Device #6,Device #7,Device #8,Device #9,Device #10,Device #11,Device #12,Device #13,Device #14,Device #15,Device #16,Device #17,Device #18,Device #19,Device #20,Device #21,Device #22,Device #23,Device #24,Device #25,Device #26,Device #27,Device #28,Device #29,Device #30,Device #31,Units
	320.2,"RONL @VIN=0V",8.727121,8.636573,8.615191,8.606797,8.598881,8.595825,8.591632,8.58533,8.587049,8.58237,8.58237,8.580564,8.5777,8.57493,8.574071,8.573211,8.572065,8.571398,8.570347,8.568819,8.567204,8.567968,8.5673,8.56329,8.566345,8.565581,8.567204,8.564054,8.563766,8.561093,8.563957,OHM
	340.0,"IPU @VIN=8V",8.578968,8.636312,8.670385,8.642806,8.650246,8.634316,8.671818,8.656835,8.653492,8.649577,8.659595,8.677061,8.655688,8.650341,8.683172,8.687842,8.666471,8.677919,8.699197,8.699197,8.717522,8.702634,8.687842,8.677061,8.685177,8.64548,8.669526,8.676297,8.694326,8.699197,8.674778,A
	340.1,"IPD @VIN=8V",7.738215,7.714551,7.705297,7.810735,7.79576,7.821516,7.796238,7.79852,7.78793,7.785447,7.78306,7.779345,7.775239,7.79852,7.80615,7.793182,7.804632,7.796811,7.795379,7.788503,7.798616,7.799284,7.804918,7.790508,7.784683,7.787834,7.783155,7.787834,7.7907,7.791177,7.798807,A
	360.0,"VRBLANK @VIN=5V",1.27529,1.276445,1.276445,1.276598,1.276818,1.277495,1.276818,1.278955,1.276818,1.278344,1.278202,1.27968,1.277896,1.278153,1.277734,1.279183,1.278269,1.278917,1.277667,1.278134,1.278345,1.279833,1.277896,1.277896,1.278506,1.277514,1.278125,1.278411,1.279336,1.278087,1.278563,V
	370.0,"IRBLANK @RBALNK=0V",-238.4422,-236.7943,-236.7943,-236.898,-235.0511,-235.2868,-235.9939,-236.2946,-234.7495,-235.2208,-235.202,-235.5131,-235.0417,-235.3245,-234.8909,-234.9851,-235.9562,-235.1266,-234.9097,-234.9191,-235.3905,-234.9097,-234.3073,-234.4581,-234.4478,-233.9679,-234.9003,-233.9962,-234.2224,-234.3167,-234.1847,uA
	380.0,"RON @BLANK=100MA",22.06897,22.2972,22.41035,22.46989,22.5155,22.54776,22.57217,22.59201,22.60422,22.62256,22.63152,22.64983,22.65747,22.6758,22.68132,22.69182,22.69659,22.70345,22.70345,22.71223,22.717,22.72464,22.73323,22.73247,22.73685,22.74602,22.74467,22.75078,22.7523,22.75861,22.76071,OHMS
	430.0,"OUT TPLH",49.75617,49.77451,49.90163,50.04976,49.90851,50.04976,49.89704,50.0467,50.04364,50.04364,50.0467,50.04822,50.03753,50.03829,50.0467,50.03981,50.04364,50.0467,50.03676,50.04364,50.0467,50.04976,50.04364,50.03676,50.04364,50.04364,50.04364,50.04976,50.0467,50.06046,50.07956,nS
	430.1,"OUT TPHL",38.77137,38.91797,39.13793,39.13716,39.13716,39.13716,39.13105,39.13716,39.13105,39.13105,39.13716,39.1364,39.13105,39.13716,39.13486,39.13486,39.1364,39.13716,39.1364,39.1364,39.33419,39.13105,39.13716,39.1364,39.1364,39.15244,39.39449,39.5404,39.5465,39.54116,39.54116,nS
	440.0,"OUT RISE-TIME",20.65191,20.65191,20.62821,20.30898,20.30974,20.33801,20.30133,20.64121,20.33955,20.67018,20.70762,20.69233,20.69922,20.70762,20.7168,20.71603,20.7168,20.70762,20.71603,20.70762,20.71603,20.42813,20.38074,20.56639,20.71297,20.69922,20.70228,20.42278,20.30141,20.31433,20.55263,nS
	440.1,"OUT FALL-TIME",21.35597,21.52632,21.53167,21.53702,21.53008,21.13914,21.23078,21.13838,21.13303,21.1399,21.37057,21.11782,21.41558,21.4301,21.11698,21.12691,21.13449,21.39578,21.42023,21.32241,21.2858,21.11475,21.4499,21.17124,21.45678,21.4515,21.39654,21.45296,21.44997,21.44691,21.44997,nS
