
Test #,Description,Device #1,Device #2,Device #3,Device #4,Device #5,Device #6,Device #7,Device #8,Device #9,Device #10,Device #11,Device #12,Device #13,Device #14,Device #15,Device #16,Device #17,Device #18,Device #19,Device #20,Device #21,Device #22,Device #23,Device #24,Device #25,Device #26,Device #27,Device #28,Device #29,Device #30,Device #31,Units
	260.1,"IIN @IN=-10V",-0.1143022,-0.1145978,-0.1177015,-0.117332,-0.115854,-0.115189,-0.09628553,-0.1103928,-0.1161496,-0.1140066,-0.115189,-0.1169625,-0.1151151,-0.1139327,-0.1134893,-0.1072152,-0.1193272,-0.1111246,-0.1090626,-0.1116419,-0.1140066,-0.112972,-0.111568,-0.1149673,-0.1145978,-0.1104596,-0.1166669,-0.1198445,-0.1111318,-0.1178493,-0.1134893,uA
	270.0,"OUT LOW @IN=1.8V",-0.0001655426,0.0001018774,0.0001400802,0.0001018774,-1.273117E-05,-0.0001655426,0.0001018774,-1.273117E-05,-0.0001655426,-0.0001655426,-0.0001655426,-1.273117E-05,6.367454E-05,0.0001018774,6.367454E-05,-0.0001655426,6.367454E-05,-0.0001655426,0.0001018774,-1.273117E-05,0.0001018774,0.0001018774,-1.273117E-05,-0.0001655426,-1.273117E-05,-0.0001655426,-1.273117E-05,-1.273117E-05,-1.273117E-05,-1.273117E-05,-1.273117E-05,V
	270.1,"INH THRESHOLD @VIN=5V",2.3138,2.310862,2.310727,2.310746,2.309639,2.309639,2.309639,2.308856,2.309563,2.309199,2.308875,2.309028,2.309028,2.308875,2.308572,2.308858,2.308818,2.30861,2.307808,2.308572,2.308418,2.308951,2.308648,2.308132,2.30882,2.308514,2.30798,2.308342,2.30798,2.307731,2.308285,V
	270.2,"INL THRESHOLD @VIN=5V",1.321119,1.321558,1.321959,1.321787,1.322036,1.322093,1.322036,1.322074,1.321501,1.321864,1.321959,1.32152,1.322131,1.321959,1.321806,1.323008,1.322093,1.322093,1.322112,1.322436,1.322093,1.322417,1.322647,1.322417,1.322093,1.322246,1.322246,1.322436,1.32295,1.322093,1.322093,V
	270.3,"HYSTERESIS",0.9926805,0.9893036,0.9887676,0.9889593,0.9876032,0.987546,0.9876032,0.9867821,0.9880619,0.9873352,0.9869156,0.9875078,0.9868965,0.9869156,0.9867659,0.9858503,0.9867249,0.986517,0.9856958,0.9861355,0.9863253,0.9865341,0.986001,0.9857149,0.9867268,0.986268,0.985734,0.9859056,0.9850292,0.9856377,0.9861917,V
	290.0,"ISD @SD=9V",0.05379395,0.05711932,0.05423733,0.0523899,0.05549358,0.05608476,0.05660204,0.05963182,0.05549358,0.05312887,0.05549358,0.0549763,0.05157703,0.05379395,0.05549358,0.05815388,0.05963182,0.05187262,0.05719322,0.05423733,0.0578583,0.04899777,0.05608476,0.05187262,0.0578583,0.05261159,0.05896676,0.05003233,0.05394174,0.0549763,0.05312887,uA
	300.0,"VSD(RISING) THRESHOLD",0.6211638,0.6204859,0.6204,0.6202853,0.6200179,0.6196369,0.6197801,0.6196751,0.6190353,0.6197133,0.6196083,0.6189971,0.6197993,0.6196083,0.6188634,0.6200179,0.6194077,0.6195701,0.6196083,0.6194555,0.6195223,0.6196369,0.6200857,0.6199807,0.6193409,0.6196369,0.6193409,0.6196751,0.6200179,0.6190353,0.6194841,V
	300.1,"VSD(FALLING) THRESHOLD",0.4911578,0.489564,0.4889156,0.4881707,0.4878747,0.4877219,0.4874268,0.4877983,0.4874268,0.4874268,0.4872741,0.4869589,0.486978,0.4871308,0.4868825,0.4868443,0.4866725,0.486491,0.4866629,0.4868157,0.4872741,0.4866629,0.4866247,0.4865196,0.4865006,0.4863478,0.4863859,0.4862714,0.4862341,0.4862723,0.4863382,V
	300.2,"HYSTERESIS",0.130006,0.1309219,0.1314844,0.1321146,0.1321432,0.131915,0.1323533,0.1318768,0.1316085,0.1322865,0.1323342,0.1320382,0.1328213,0.1324775,0.1319809,0.1331736,0.1327353,0.1330791,0.1329454,0.1326398,0.1322483,0.132974,0.133461,0.1334611,0.1328403,0.1332891,0.132955,0.1334037,0.1337839,0.132763,0.1331459,V
	310.0,"VEN(RISING) THRESHOLD",1.211102,1.210721,1.210863,1.211025,1.210559,1.210492,1.210492,1.210492,1.210559,1.210492,1.210367,1.210635,1.210502,1.210607,1.210502,1.210626,1.210635,1.210502,1.210253,1.210721,1.210521,1.210759,1.210367,1.210348,1.210787,1.210492,1.210626,1.210607,1.210339,1.210492,1.210492,V
